Platform,Network,Program,FEP Starts
Mobile App,NBC,Telenovela,0
Mobile App,NBC,Telenovela en Espanol,0
Mobile App,NBC,The Biggest Loser,0
Mobile App,NBC,The Black Donnellys,0
Mobile App,NBC,The Blacklist,0
Mobile App,NBC,The Cape,0
Mobile App,NBC,The Carmichael Show,0
Mobile App,NBC,The Event,0
Mobile App,NBC,The Mysteries of Laura,0
Mobile App,NBC,The Player,0
Mobile App,NBC,The Tonight Show Starring Jimmy Fallon,0
Mobile App,NBC,The Voice,0
Mobile App,NBC,Today,0
Mobile App,NBC,Truth Be Told,0
Mobile App,NBC,Undateable,0
Mobile App,NBC,Up All Night,0
Mobile App,NBC,Whitney,0
Mobile App,NBC,You Me and the Apocalypse,0
Mobile App,syfy,,0
Mobile App,telemundo,,0
Mobile App,usa,,0
Mobile App,®_èù¨“__¯öV-æÉê__Uå_®Ó‚÷® eî´•Á_•çâUæÈô_‹Û_®___Û‡ÊÜ9ê_6SqîÁëµ“__Fb]ç_µêÊw<6<ïÇegt,,0
PC,usa,CHRISLEY KNOWS BEST,214
PC,usa,Colony,52
PC,usa,Covert Affairs,0
PC,usa,dig,0
PC,usa,Donny!,0
PC,usa,Graceland,0
PC,usa,Motive,0
PC,usa,MOVIES ON USA,13
PC,usa,MR. ROBOT,63
PC,usa,Playing House,0
PC,usa,Royal Pains,0
PC,usa,satisfaction,14
PC,usa,SUITS,81
PC,usa,wwe raw,0
PC,usa,wwe tough enough,0
Roku,bravo,,0
Roku,bravo,Apres Ski,0
Roku,bravo,Below Deck,1299
Roku,bravo,Below Deck Mediterranean,428
Roku,bravo,Best New Restaurant,8
Roku,bravo,Dont Be Tardy,0
Roku,bravo,Girlfriends Guide to Divorce,0
Roku,bravo,Going Off the Menu,948
Roku,bravo,inside the actors studio,0
Roku,bravo,Ladies of London,0
Roku,bravo,mad money,0
Roku,bravo,Manzod With Children,0
Roku,bravo,Married to Medicine,0
Roku,bravo,Million Dollar Listing Los Angeles,0
Roku,bravo,Million Dollar Listing New York,1201
Roku,bravo,Million Dollar Listing San Francisco,0
Roku,bravo,Newlyweds The First Year,0
Roku,bravo,Odd Mom Out,173
Roku,bravo,Recipe for Deception,50
Roku,bravo,shahs of sunset,3194
Roku,bravo,southern charm,5818
Roku,bravo,squawk box u.s.,0
Roku,bravo,The People's Couch,0
Roku,bravo,The Real Housewives of Atlanta,7006
Roku,bravo,The Real Housewives of Beverly Hills,5776
Roku,bravo,The Real Housewives of Dallas,5046
Roku,bravo,The Real Housewives of New York City,7005
Roku,bravo,The Real Housewives of Orange County,112
Roku,bravo,The Real Housewives of Potomac,3971
Roku,bravo,There Goes the Motherhood,756
Roku,bravo,thicker than water,970
Roku,bravo,top chef,1408
Roku,bravo,Tour Group,121
Roku,bravo,untying the knot,0
Roku,bravo,vanderpump rules,3463
Roku,bravo,vanderpump rules after show,22
Roku,bravo,Watch What Happens Live,1947
Roku,bravo,Work Out New York,0
Roku,e,#RichKids of Beverly Hills,746
Roku,e,fashion police,26
Roku,e,hollywood medium with tyler henry,1100
Roku,e,I Am Cait,2226
Roku,e,Just Jillian,253
Roku,e,la clippers dance squad,758
Roku,e,Total Divas,855
Roku,E!,,0
Roku,nbcentertainment,"100,000 Heartbeats",0
Roku,nbcentertainment,2930067,3
Roku,nbcentertainment,3002989,0
Roku,nbcentertainment,3003004,1
Roku,nbcentertainment,A Cry for Help,0
Roku,nbcentertainment,Amazing Stories,363
Roku,nbcentertainment,"Amy Schumer, Richard Linklater, Zara Larsson",1
Roku,nbcentertainment,Aquarius,40
Roku,nbcentertainment,Backwards,0
Roku,nbcentertainment,Battlestar Galactica,200
Roku,nbcentertainment,Best Place for a Wire,0
Roku,nbcentertainment,Blindspot,68653
Roku,nbcentertainment,Caught on Camera with Nick Cannon,214
Roku,nbcentertainment,Charles in Charge,417
Roku,nbcentertainment,Chicago Fire,20875
Roku,nbcentertainment,Chicago Med,37812
Roku,nbcentertainment,Chicago P.D.,14314
Roku,nbcentertainment,Confession of Sins,0
Roku,nbcentertainment,Crossbones,182
Roku,nbcentertainment,Crowded,42445
Roku,nbcentertainment,Dateline,79819
Roku,nbcentertainment,Dateline NBC,1
Roku,nbcentertainment,Days of our Lives,102850
Roku,nbcentertainment,Deception,288
Roku,nbcentertainment,Desperate Measures,0
Roku,nbcentertainment,Do No Harm,170
Roku,nbcentertainment,Dracula,355
Roku,nbcentertainment,EAS STRONG Transformation: Devon,0
Roku,nbcentertainment,EAS STRONG Transformation: Sarah,0
Roku,nbcentertainment,EAS STRONG Transformation: Victoria,0
Roku,nbcentertainment,Everybody Cheats,0
Roku,nbcentertainment,Everything Promised,0
Roku,nbcentertainment,First Look: Game of Silence,0
Roku,nbcentertainment,First Look: Shades of Blue,0
Roku,nbcentertainment,First Look: STRONG,0
Roku,nbcentertainment,Game of Silence,37272
Roku,nbcentertainment,Grimm,27444
Roku,nbcentertainment,Growing Up Fisher,359
Roku,nbcentertainment,Guys With Kids,550
Roku,nbcentertainment,Heartbeat,31884
Roku,nbcentertainment,Heavy Competition,0
Roku,nbcentertainment,Heroes Reborn,1889
Roku,nbcentertainment,Hollywood Game Night,212
Roku,nbcentertainment,Hot Stuff at the DMV,0
Roku,nbcentertainment,"Ice Cube, Ellie Kemper, Conrad Sewell",0
Roku,nbcentertainment,In Search of Rostova,0
Roku,nbcentertainment,It's Time to Get STRONG,0
Roku,nbcentertainment,Jay Leno's Garage,0
Roku,nbcentertainment,Jennifer Lopez Is NYPD Detective Harlee Santos,0
Roku,nbcentertainment,Kings,146
Roku,nbcentertainment,Knight Rider,708
Roku,nbcentertainment,Knight Rider Classic,479
Roku,nbcentertainment,Late Night: Seth Meyers,1335
Roku,nbcentertainment,Law & Order: SVU,17581
Roku,nbcentertainment,Life,393
Roku,nbcentertainment,Lipstick Jungle,158
Roku,nbcentertainment,Little Big Shots,55184
Roku,nbcentertainment,Little Bruce Lee,0
Roku,nbcentertainment,Liz's Mother Is Alive?,0
Roku,nbcentertainment,Meet the Aqua Team,0
Roku,nbcentertainment,Meet the Blue Team,0
Roku,nbcentertainment,Meet the Gray Team,0
Roku,nbcentertainment,Meet the Lime Team,0
Roku,nbcentertainment,Meet the Olive Team,0
Roku,nbcentertainment,Meet the Orange Team,0
Roku,nbcentertainment,Meet the Press,3555
Roku,nbcentertainment,Meet the Purple Team,0
Roku,nbcentertainment,Meet the Red Team,0
Roku,nbcentertainment,Meet the White Team,0
Roku,nbcentertainment,Meet the Yellow Team,0
Roku,nbcentertainment,Miami Vice,305
Roku,nbcentertainment,Mr. Solomon,3
Roku,nbcentertainment,Mr. Solomon: Conclusion,2
Roku,nbcentertainment,NBC Nightly News,5699
Roku,nbcentertainment,Next Up on Game of Silence,0
Roku,nbcentertainment,No Straight Line,0
Roku,nbcentertainment,Not Part of the Deal,0
Roku,nbcentertainment,On the Warpath,1
Roku,nbcentertainment,One Last Lie,1
Roku,nbcentertainment,Original Sin,0
Roku,nbcentertainment,Outsourced,381
Roku,nbcentertainment,parks and recreation,0
Roku,nbcentertainment,Pilot,1
Roku,nbcentertainment,Primer Vistazo: Shades of Blue,0
Roku,nbcentertainment,Quantum Leap,324
Roku,nbcentertainment,Saturday Night Live,25268
Roku,nbcentertainment,Secrets Revealed,0
Roku,nbcentertainment,See What It Takes to Be STRONG,0
Roku,nbcentertainment,Series Premiere,1
Roku,nbcentertainment,Shades of Blue,48731
Roku,nbcentertainment,Shades of Blue en EspaÌ±ol,282
Roku,nbcentertainment,Strong,11926
Roku,nbcentertainment,Superstore,25890
Roku,nbcentertainment,Telenovela,2272
Roku,nbcentertainment,Telenovela en EspaÌ±ol,153
Roku,nbcentertainment,"The Battles, Part 4",12
Roku,nbcentertainment,The Biggest Loser,0
Roku,nbcentertainment,The Black Donnellys,204
Roku,nbcentertainment,The Blacklist,147086
Roku,nbcentertainment,The Breaking Point,0
Roku,nbcentertainment,The Cape,299
Roku,nbcentertainment,The Caretaker,1
Roku,nbcentertainment,The Carmichael Show,13136
Roku,nbcentertainment,The Competition Gets Even Stronger,0
Roku,nbcentertainment,The Event,242
Roku,nbcentertainment,The First Challenge: Picking a Trainer,0
Roku,nbcentertainment,The Karate Kid,0
Roku,nbcentertainment,The Mysteries of Laura,998
Roku,nbcentertainment,The Night Shift,0
Roku,nbcentertainment,The Office,0
Roku,nbcentertainment,The Player,0
Roku,nbcentertainment,The Voice,31981
Roku,nbcentertainment,There's a Rat...,0
Roku,nbcentertainment,They Can't Forgive the Past,0
Roku,nbcentertainment,Today,61
Roku,nbcentertainment,Tonight Show: Jimmy Fallon,10210
Roku,nbcentertainment,Top 3 Things You Need to Know: Episode 314,0
Roku,nbcentertainment,Top 3 Things You Need to Know: Episode 315,0
Roku,nbcentertainment,Top 3 Things You Need to Know: Episode 316,0
Roku,nbcentertainment,Truth Be Told,1885
Roku,nbcentertainment,Twins,1
Roku,nbcentertainment,Undateable,326
Roku,nbcentertainment,Up All Night,185
Roku,nbcentertainment,Welcome to STRONG / Balls to the Wall,1
Roku,nbcentertainment,Whitney,365
Roku,nbcentertainment,"You, Me and the Apocalypse",13666
Roku,syfy,,0
Roku,syfy,#havenfaves Week 4,1
Roku,syfy,12 Monkeys,3959
Roku,syfy,Bitten,644
Roku,syfy,Childhoods End,0
Roku,syfy,Dark Matter,0
Roku,syfy,Defiance,643
Roku,syfy,Dominion,545
Roku,syfy,Face Off,3469
Roku,syfy,Ghost Hunters,0
Roku,syfy,Haven,221
Roku,syfy,Hunters,3213
Roku,syfy,Killjoys,656
Roku,syfy,Lavalantula,0
Roku,syfy,Lost Girl,0
Roku,syfy,Lost Languages,0
Roku,syfy,Paranormal Witness,1641
Roku,syfy,Sharknado 3,0
Roku,syfy,Syfy Movies,1094
Roku,syfy,The Expanse,1482
Roku,syfy,The Internet Ruined My Life,553
Roku,syfy,The Magicians,3828
Roku,syfy,The Magicians en EspaÌ±ol,121
Roku,syfy,Troy: Street Magic,140
Roku,syfy,Wynonna Earp,2028
Roku,syfy,Z Nation,0
Roku,telemundo,,0
Roku,telemundo,AFV Latin America,305
Roku,telemundo,Avenida Brasil,92
Roku,telemundo,Bajo El Mismo Cielo,152
Roku,telemundo,Boxeo Telemundo,319
Roku,telemundo,Caso Cerrado,891
Roku,telemundo,celia,479
Roku,telemundo,Decisiones,256
Roku,telemundo,Decisiones Extremas,262
Roku,telemundo,El SeÌ±or de los Cielos 3,525
Roku,telemundo,El SeÌ±or de los Cielos 4,3305
Roku,telemundo,El Show de Chica,84
Roku,telemundo,Enfoque,58
Roku,telemundo,Eva La Trailera,371
Roku,telemundo,Gran Hermano,57
Roku,telemundo,La Esclava Blanca,884
Roku,telemundo,la querida del centauro,241
Roku,telemundo,La Voz Kids,416
Roku,telemundo,LazyTown,99
Roku,telemundo,MÌÁs Mejor,0
Roku,telemundo,Noodle y Doodle,17
Roku,telemundo,Premier League,32
Roku,telemundo,Premios Billboard,517
Roku,telemundo,QuiÌ©n es QuiÌ©n,442
Roku,telemundo,QuÌ© culpa Fatmagul,1
Roku,telemundo,QuÌ© Noche,73
Roku,telemundo,Reportajes,305
Roku,telemundo,Secretos,84
Roku,telemundo,SeÌ±ora Acero,139
Roku,telemundo,suelta la sopa,43
Roku,telemundo,Ya Era Hora,1
Roku,usa,,0
Roku,usa,(TRICKPLAY) 523804739656 - Authenticated 4008356,0
Roku,usa,(TRICKPLAY) 523806275768 - Short Form 4008360,0
Roku,usa,(TRICKPLAY) 523817027809 - Free 4008357,2
Roku,usa,2969588,1
Roku,usa,4008356,4
Roku,usa,4008357,1
Roku,usa,4008360,2
Roku,usa,Burn Notice,228
Roku,usa,CHRISLEY KNOWS BEST,33864
Roku,usa,Colony,2378
Roku,usa,CSI,1399
Roku,usa,Donny!,106
Roku,usa,First Impressions with Dana Carvey,0
Roku,usa,House,770
Roku,usa,Motive,10074
Roku,usa,MOVIES ON USA,1802
Roku,usa,MR. ROBOT,9270
Roku,usa,NCIS,2635
Roku,usa,NCIS: LOS ANGELES,1303
Roku,usa,Next Time on Chrisley,0
Roku,usa,Next Time On Chrisley!,0
Roku,usa,Playing House,1696
Roku,usa,Royal Pains,390
Roku,usa,satisfaction,561
Roku,usa,SUITS,8452
Roku,usa,WHITE COLLAR,123
Watch,CNBC,,0
Xbox One,bravo,,0
Xbox One,bravo,Below Deck Mediterranean,0
Xbox One,bravo,Best New Restaurant,37
Xbox One,bravo,Dont Be Tardy,0
Xbox One,bravo,Girlfriends Guide to Divorce,0
Xbox One,bravo,Going Off the Menu,85
Xbox One,bravo,Ladies of London,0
Xbox One,bravo,Manzod With Children,0
Xbox One,bravo,Married to Medicine,0
Xbox One,bravo,Million Dollar Listing Los Angeles,0
Xbox One,bravo,Million Dollar Listing New York,208
Xbox One,bravo,Million Dollar Listing San Francisco,0
Xbox One,bravo,Mother Funders,0
Xbox One,bravo,My Fab 40th,0
Xbox One,bravo,Newlyweds The First Year,0
Xbox One,bravo,Odd Mom Out,2
Xbox One,bravo,Recipe for Deception,31
Xbox One,bravo,shahs of sunset,963
Xbox One,bravo,southern charm,1913
Xbox One,bravo,The Real Housewives of Atlanta,866
Xbox One,bravo,The Real Housewives of Beverly Hills,3573
Xbox One,bravo,The Real Housewives of Dallas,0
Xbox One,bravo,The Real Housewives of New York City,1997
Xbox One,bravo,The Real Housewives of Orange County,3
Xbox One,bravo,The Real Housewives of Potomac,1160
Xbox One,bravo,There Goes the Motherhood,181
Xbox One,bravo,thicker than water,91
Xbox One,bravo,top chef,861
Xbox One,bravo,Tour Group,12
Xbox One,bravo,untying the knot,0
Xbox One,bravo,vanderpump rules,3398
Xbox One,bravo,vanderpump rules after show,20
Xbox One,bravo,Watch What Happens Live,609
Xbox One,bravo,Work Out New York,0
Xbox One,NBC,,0
Xbox One,NBC,Amazing Stories,261
Xbox One,NBC,Aquarius,80
Xbox One,NBC,Battlestar Galactica Classic,122
Xbox One,NBC,Blindspot,12252
Xbox One,NBC,Caught on Camera with Nick Cannon,812
Xbox One,NBC,Charles in Charge,350
Xbox One,NBC,Chicago Fire,4523
Xbox One,NBC,Chicago Med,4945
Xbox One,NBC,Chicago P.D.,3190
Xbox One,NBC,Crossbones,296
Xbox One,NBC,Crowded,6801
Xbox One,NBC,Days of our Lives,5098
Xbox One,NBC,Deception,187
Xbox One,NBC,Dracula,388
Xbox One,NBC,Game of Silence,3387
Xbox One,NBC,Grimm,7621
Xbox One,NBC,Growing Up Fisher,206
Xbox One,NBC,Guys With Kids,732
Xbox One,NBC,Heartbeat,3315
Xbox One,NBC,Heroes Reborn,1799
Xbox One,NBC,Hollywood Game Night,477
Xbox One,NBC,Jay Leno's Garage,0
Xbox One,NBC,Kings,128
Xbox One,NBC,Knight Rider,722
Xbox One,NBC,Knight Rider Classic,656
Xbox One,NBC,Late Night with Seth Meyers,104
Xbox One,NBC,Law & Order: Special Victims Unit,4211
Xbox One,NBC,Life,103
Xbox One,NBC,Lipstick Jungle,46
Xbox One,NBC,Little Big Shots,6362
Xbox One,NBC,Miami Vice,431
Xbox One,NBC,Outsourced,256
Xbox One,NBC,Quantum Leap,415
Xbox One,NBC,Saturday Night Live,5293
Xbox One,NBC,Shades of Blue,6964
Xbox One,NBC,Shades of Blue en Espanol,52
Xbox One,NBC,Strong,1397
Xbox One,NBC,Superstore,4282
Xbox One,NBC,Telenovela,323
Xbox One,NBC,Telenovela en Espanol,28
Xbox One,NBC,The Black Donnellys,90
Xbox One,NBC,The Blacklist,25445
Xbox One,NBC,The Carmichael Show,3664
Xbox One,NBC,The Event,66
Xbox One,NBC,The Mysteries of Laura,314
Xbox One,NBC,The Player,95
Xbox One,NBC,The Tonight Show Starring Jimmy Fallon,1453
Xbox One,NBC,The Voice,5158
Xbox One,NBC,Today,1
Xbox One,NBC,Truth Be Told,190
Xbox One,NBC,Undateable,80
Xbox One,NBC,Up All Night,236
Xbox One,NBC,Whitney,447
Xbox One,NBC,You Me and the Apocalypse,3458
Xbox One,syfy,,0
Xbox One,syfy,12 Monkeys,3804
Xbox One,syfy,Bitten,1962
Xbox One,syfy,Childhoods End,0
Xbox One,syfy,Dark Matter,0
Xbox One,syfy,Defiance,856
Xbox One,syfy,Dominion,581
Xbox One,syfy,Face Off,11722
Xbox One,syfy,Ghost Hunters,0
Xbox One,syfy,Haven,96
Xbox One,syfy,Hunters,7804
Xbox One,syfy,Killjoys,1164
Xbox One,syfy,Lavalantula,0
Xbox One,syfy,Lost Girl,0
Xbox One,syfy,Olympus,4
Xbox One,syfy,Paranormal Witness,1887
Xbox One,syfy,Sharknado 3,0
Xbox One,syfy,Syfy Movies,24
Xbox One,syfy,The Expanse,2828
Xbox One,syfy,The Internet Ruined My Life,1700
Xbox One,syfy,The Magicians,25269
Xbox One,syfy,The Magicians en EspaÌ±ol,52
Xbox One,syfy,Troy: Street Magic,255
Xbox One,syfy,Wynonna Earp,5253
Xbox One,syfy,Z Nation,0
Xbox One,telemundo,,0
Xbox One,telemundo,AFV Latin America,111
Xbox One,telemundo,Avenida Brasil,21
Xbox One,telemundo,Bajo El Mismo Cielo,225
Xbox One,telemundo,Boxeo Telemundo,50
Xbox One,telemundo,Caso Cerrado,1863
Xbox One,telemundo,celia,875
Xbox One,telemundo,Decisiones,154
Xbox One,telemundo,Decisiones Extremas,108
Xbox One,telemundo,El SeÌ±or de los Cielos 3,534
Xbox One,telemundo,El SeÌ±or de los Cielos 4,8570
Xbox One,telemundo,Enfoque,23
Xbox One,telemundo,Eva La Trailera,1035
Xbox One,telemundo,Gran Hermano,421
Xbox One,telemundo,La Biblia,61
Xbox One,telemundo,La Esclava Blanca,307
Xbox One,telemundo,la querida del centauro,734
Xbox One,telemundo,La Voz Kids,99
Xbox One,telemundo,MÌÁs Mejor,0
Xbox One,telemundo,Premier League,13
Xbox One,telemundo,Premios Billboard,92
Xbox One,telemundo,QuiÌ©n es QuiÌ©n,1976
Xbox One,telemundo,QuÌ© culpa Fatmagul,56
Xbox One,telemundo,QuÌ© Noche,17
Xbox One,telemundo,Reportajes,33
Xbox One,telemundo,Rumbo al Mundial,11
Xbox One,telemundo,Secretos,36
Xbox One,telemundo,SeÌ±ora Acero,214
Xbox One,telemundo,suelta la sopa,46
Xbox One,telemundo,Ya Era Hora,3
Xbox One,usa,,0
Xbox One,usa,Burn Notice,88
Xbox One,usa,CHRISLEY KNOWS BEST,6339
Xbox One,usa,Colony,946
Xbox One,usa,Donny!,3
Xbox One,usa,First Impressions with Dana Carvey,0
Xbox One,usa,House,210
Xbox One,usa,Motive,783
Xbox One,usa,MOVIES ON USA,667
Xbox One,usa,MR. ROBOT,7222
Xbox One,usa,NCIS,741
Xbox One,usa,NCIS: LOS ANGELES,649
Xbox One,usa,Playing House,304
Xbox One,usa,Royal Pains,75
Xbox One,usa,satisfaction,149
Xbox One,usa,SUITS,3705
Xbox One,usa,Westminster Kennel Club,0
Xbox One,usa,WHITE COLLAR,84
